process_mode,loss_percent,quantity,is_anomaly,anomaly_type,reason,severity
MANUFACTURING,4.36,377.68,False,,,low
SEGREGATION,-15.94,1717.76,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QUALITY_CONTROL,22.47,682.11,False,,,low
WASHING,3.18,1448.02,False,,,low
MANUFACTURING,4.57,473868.4,True,extreme_quantity_high,Unusually large quantity (473868kg) for single processing batch,medium
TRANSFER,1.16,1767.0,False,,,low
RECEIPT,52.11,767.69,True,high_loss,Unusually high loss (52.1%) for RECEIPT,high
QUALITY_CONTROL,3.1,3.19,True,extreme_quantity_low,Unusually small quantity (3.19kg) - inefficient processing,low
WASHING,5.68,219.93,False,,,low
SEGREGATION,9.15,195.17,False,,,low
QUALITY_CONTROL,6.22,867.99,False,,,low
RECYCLING,8.99,289.66,False,,,low
MANUFACTURING,7.57,1.94,True,extreme_quantity_low,Unusually small quantity (1.94kg) - inefficient processing,low
BALING,0.04,2353.24,False,,,low
RECEIPT,0.0,750.94,False,,,low
RECEIPT,45.52,1783.7,True,high_loss,Unusually high loss (45.5%) for RECEIPT,medium
QC_FAIL,100.0,166.78,False,,,low
RECEIPT,0.0,220.24,False,,,low
BALING,0.41,887.3,False,,,low
QC_PASS,0.0,627.48,False,,,low
WASHING,2.5,544.85,False,,,low
QUALITY_CONTROL,6.94,1492.52,False,,,low
SEGREGATION,37.33,555.28,True,high_loss,Unusually high loss (37.3%) for SEGREGATION,medium
RECYCLING,11.06,1953.26,False,,,low
BALING,0.0,564.93,False,,,low
TRANSFER,0.87,323.07,False,,,low
RECYCLING,7.18,724.11,False,,,low
RECEIPT,0.0,1061.69,False,,,low
RECYCLING,8.14,1477.07,False,,,low
BALING,1.14,100.0,False,,,low
WASHING,10.62,3123.43,False,,,low
QUALITY_CONTROL,22.34,126.26,False,,,low
BALING,0.2,814.84,False,,,low
TRANSFER,0.93,211.73,False,,,low
MANUFACTURING,3.57,1635.9,False,,,low
RECEIPT,0.0,130.86,False,,,low
INWARD,0.0,864.58,False,,,low
QC_FAIL,100.0,362.22,False,,,low
QC_PASS,7.7,0.79,True,extreme_quantity_low,Unusually small quantity (0.79kg) - inefficient processing,low
WASHING,8.89,4420.16,False,,,low
TRANSFER,-12.39,1955.74,True,impossible_yield,Yield exceeds 100% - data entry error,high
PRODUCTION,1.99,540.69,False,,,low
SEGREGATION,2.66,2020.16,False,,,low
WASHING,7.1,189.71,False,,,low
MIXING,1.06,221.92,False,,,low
PRODUCTION,-11.96,1627.16,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,3.81,1018.64,False,,,low
TRANSFER,0.31,1961.83,False,,,low
WASHING,4.96,666.19,False,,,low
QC_PASS,0.0,415.13,False,,,low
PRODUCTION,0.19,1055.38,False,,,low
SEGREGATION,9.82,1946.41,False,,,low
MANUFACTURING,3.4,346806.45,True,extreme_quantity_high,Unusually large quantity (346806kg) for single processing batch,medium
QC_FAIL,100.0,384.31,False,,,low
WASHING,1.52,422.69,False,,,low
QUALITY_CONTROL,16.95,3086.78,False,,,low
WASHING,6.03,906.21,False,,,low
MANUFACTURING,5.29,1218.8,False,,,low
RECEIPT,0.0,321.1,False,,,low
BALING,0.1,676.46,False,,,low
BALING,38.78,1308.02,True,high_loss,Unusually high loss (38.8%) for BALING,medium
QC_FAIL,100.0,1008.84,False,,,low
QUALITY_CONTROL,-49.33,1040.31,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,9.85,427.29,False,,,low
QC_FAIL,100.0,1607.72,False,,,low
BALING,0.38,5000.0,False,,,low
SEGREGATION,4.92,326.66,False,,,low
TRANSFER,24.06,1784.21,True,process_mismatch,High loss (24.1%) for TRANSFER operation (should be <3%),high
PRODUCTION,3.92,1543.44,False,,,low
RECEIPT,0.0,2769.23,False,,,low
TRANSFER,22.6,1481.95,True,process_mismatch,High loss (22.6%) for TRANSFER operation (should be <3%),high
WASHING,7.1,1775.13,False,,,low
QC_PASS,0.0,791.69,False,,,low
RECYCLING,6.07,1083.45,False,,,low
TRANSFER,19.48,1231.26,True,process_mismatch,High loss (19.5%) for TRANSFER operation (should be <3%),high
BALING,-15.01,729.18,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
RECEIPT,0.0,2491.05,False,,,low
RECEIPT,0.0,1259.26,False,,,low
INWARD,0.0,716.16,False,,,low
QC_PASS,0.0,909.57,False,,,low
BALING,3.4,314151.64,True,extreme_quantity_high,Unusually large quantity (314152kg) for single processing batch,medium
WASHING,5.28,200191.03,True,extreme_quantity_high,Unusually large quantity (200191kg) for single processing batch,medium
SEGREGATION,-15.27,749.19,True,impossible_yield,Yield exceeds 100% - data entry error,high
TRANSFER,24.84,1726.19,True,process_mismatch,High loss (24.8%) for TRANSFER operation (should be <3%),high
MIXING,2.27,559.68,False,,,low
TRANSFER,15.58,1359.47,True,process_mismatch,High loss (15.6%) for TRANSFER operation (should be <3%),high
RECEIPT,0.0,1090.82,False,,,low
SEGREGATION,11.97,249.99,False,,,low
RECEIPT,0.0,400.04,False,,,low
QUALITY_CONTROL,13.17,209.87,False,,,low
RECYCLING,4.18,1630.71,False,,,low
QC_FAIL,100.0,1718.0,False,,,low
INWARD,59.38,1539.47,True,high_loss,Unusually high loss (59.4%) for INWARD,high
QC_PASS,0.0,1357.62,False,,,low
TRANSFER,36.04,1888.98,True,process_mismatch,High loss (36.0%) for TRANSFER operation (should be <3%),high
RECEIPT,0.0,1611.6,False,,,low
QC_FAIL,44.26,1676.41,True,high_loss,Unusually high loss (44.3%) for QC_FAIL,medium
RECEIPT,0.0,225.89,False,,,low
MANUFACTURING,-6.41,1573.92,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_FAIL,100.0,2116.58,False,,,low
MANUFACTURING,-24.02,1495.71,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
MIXING,70.05,1756.83,True,high_loss,Unusually high loss (70.0%) for MIXING,high
TRANSFER,1.64,616.3,False,,,low
RECYCLING,-42.94,779.6,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,6.37,361.6,False,,,low
PRODUCTION,1.61,1152.0,False,,,low
INWARD,-19.04,281.77,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
MIXING,2.84,514.44,False,,,low
WASHING,5.05,1365.03,False,,,low
TRANSFER,4.71,1.34,True,extreme_quantity_low,Unusually small quantity (1.34kg) - inefficient processing,low
RECEIPT,0.0,402.25,False,,,low
TRANSFER,22.72,1985.5,True,process_mismatch,High loss (22.7%) for TRANSFER operation (should be <3%),high
MIXING,3.14,750.03,False,,,low
MIXING,3.09,975.75,False,,,low
BALING,0.61,367.83,False,,,low
RECEIPT,0.0,745.75,False,,,low
QUALITY_CONTROL,9.47,148.65,False,,,low
QC_FAIL,100.0,937.31,False,,,low
QC_PASS,0.0,292.7,False,,,low
QUALITY_CONTROL,5.15,267483.67,True,extreme_quantity_high,Unusually large quantity (267484kg) for single processing batch,medium
TRANSFER,33.71,1602.98,True,process_mismatch,High loss (33.7%) for TRANSFER operation (should be <3%),high
MANUFACTURING,1.39,355.71,False,,,low
QC_FAIL,-43.76,1930.64,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,0.0,905.76,False,,,low
QC_PASS,5.62,112039.31,True,extreme_quantity_high,Unusually large quantity (112039kg) for single processing batch,medium
RECYCLING,6.93,2468.01,False,,,low
MIXING,3.9,5000.0,False,,,low
TRANSFER,0.27,2450.64,False,,,low
QC_PASS,49.63,1619.64,True,high_loss,Unusually high loss (49.6%) for QC_PASS,medium
RECEIPT,-18.11,1414.5,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
RECEIPT,0.0,769.45,False,,,low
QC_PASS,7.26,0.76,True,extreme_quantity_low,Unusually small quantity (0.76kg) - inefficient processing,low
TRANSFER,0.0,1692.89,False,,,low
QC_PASS,-28.37,593.29,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
TRANSFER,0.51,182.32,False,,,low
TRANSFER,0.82,474.81,False,,,low
MIXING,2.14,854.89,False,,,low
RECYCLING,6.69,2752.85,False,,,low
QUALITY_CONTROL,3.91,243293.07,True,extreme_quantity_high,Unusually large quantity (243293kg) for single processing batch,medium
WASHING,3.57,463.96,False,,,low
SEGREGATION,11.58,517.94,False,,,low
SEGREGATION,7.47,1798.53,False,,,low
MANUFACTURING,-14.96,748.74,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,6.49,2.48,True,extreme_quantity_low,Unusually small quantity (2.48kg) - inefficient processing,low
INWARD,0.0,755.22,False,,,low
QC_PASS,0.0,634.56,False,,,low
MANUFACTURING,3.7,708.56,False,,,low
INWARD,5.52,434495.94,True,extreme_quantity_high,Unusually large quantity (434496kg) for single processing batch,medium
QC_PASS,0.0,303.37,False,,,low
SEGREGATION,6.6,1132.6,False,,,low
TRANSFER,1.7,550.47,False,,,low
RECYCLING,6.33,288.34,False,,,low
SEGREGATION,7.97,0.48,True,extreme_quantity_low,Unusually small quantity (0.48kg) - inefficient processing,low
MIXING,1.55,1126.1,False,,,low
SEGREGATION,6.31,669.07,False,,,low
WASHING,4.7,522.81,False,,,low
RECYCLING,10.37,441.39,False,,,low
TRANSFER,30.04,833.21,True,process_mismatch,High loss (30.0%) for TRANSFER operation (should be <3%),high
PRODUCTION,1.79,1451.82,False,,,low
WASHING,-34.97,1280.11,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,1.42,341.42,False,,,low
BALING,-30.59,1640.8,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_PASS,0.0,505.1,False,,,low
PRODUCTION,4.14,1130.06,False,,,low
RECEIPT,-15.21,1272.37,True,impossible_yield,Yield exceeds 100% - data entry error,high
TRANSFER,0.63,560.24,False,,,low
WASHING,6.31,490.48,False,,,low
INWARD,0.0,496.6,False,,,low
MANUFACTURING,3.51,1094.83,False,,,low
QC_PASS,0.0,323.64,False,,,low
INWARD,5.78,321351.25,True,extreme_quantity_high,Unusually large quantity (321351kg) for single processing batch,medium
QC_PASS,0.0,316.53,False,,,low
MANUFACTURING,-24.14,1038.24,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
PRODUCTION,-46.57,687.02,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_PASS,0.0,101.46,False,,,low
SEGREGATION,11.99,1022.42,False,,,low
QUALITY_CONTROL,4.56,260397.94,True,extreme_quantity_high,Unusually large quantity (260398kg) for single processing batch,medium
QUALITY_CONTROL,28.37,2295.97,False,,,low
TRANSFER,-24.17,1239.19,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_PASS,0.0,3886.15,False,,,low
PRODUCTION,2.41,399.62,False,,,low
RECYCLING,1.61,112.3,False,,,low
SEGREGATION,8.57,1775.47,False,,,low
INWARD,0.0,1397.55,False,,,low
TRANSFER,18.0,623.96,True,process_mismatch,High loss (18.0%) for TRANSFER operation (should be <3%),high
RECYCLING,-42.08,772.98,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,0.0,240.94,False,,,low
PRODUCTION,7.05,0.94,True,extreme_quantity_low,Unusually small quantity (0.94kg) - inefficient processing,low
RECEIPT,0.0,554.71,False,,,low
QC_FAIL,100.0,2280.96,False,,,low
QC_FAIL,7.3,1.66,True,extreme_quantity_low,Unusually small quantity (1.66kg) - inefficient processing,low
INWARD,0.0,227.67,False,,,low
BALING,0.2,318.25,False,,,low
PRODUCTION,4.29,130804.58,True,extreme_quantity_high,Unusually large quantity (130805kg) for single processing batch,medium
TRANSFER,32.29,1807.91,True,process_mismatch,High loss (32.3%) for TRANSFER operation (should be <3%),high
MANUFACTURING,0.75,1364.7,False,,,low
INWARD,0.0,3601.25,False,,,low
QC_PASS,-34.08,962.15,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,2.32,226.38,False,,,low
QC_FAIL,100.0,2128.29,False,,,low
TRANSFER,0.0,327.4,False,,,low
WASHING,3.44,729.2,False,,,low
QUALITY_CONTROL,16.67,1710.93,False,,,low
TRANSFER,0.84,3300.87,False,,,low
QC_FAIL,100.0,1848.79,False,,,low
QC_FAIL,100.0,112.84,False,,,low
SEGREGATION,5.21,201.38,False,,,low
INWARD,0.0,3173.17,False,,,low
RECEIPT,60.17,465.61,True,high_loss,Unusually high loss (60.2%) for RECEIPT,high
RECEIPT,0.0,100.0,False,,,low
QUALITY_CONTROL,0.05,741.95,False,,,low
TRANSFER,-19.96,1272.87,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
BALING,0.46,462.03,False,,,low
RECYCLING,4.38,563.64,False,,,low
BALING,0.49,656.38,False,,,low
QUALITY_CONTROL,5.86,3.83,True,extreme_quantity_low,Unusually small quantity (3.83kg) - inefficient processing,low
BALING,0.43,3702.12,False,,,low
QC_PASS,0.0,842.34,False,,,low
QC_FAIL,100.0,2387.3,False,,,low
WASHING,11.13,347.22,False,,,low
WASHING,2.63,514.19,False,,,low
SEGREGATION,5.52,635.29,False,,,low
INWARD,0.0,226.78,False,,,low
MANUFACTURING,4.11,528.2,False,,,low
RECYCLING,4.67,4.14,True,extreme_quantity_low,Unusually small quantity (4.14kg) - inefficient processing,low
WASHING,-31.72,1547.46,True,impossible_yield,Yield exceeds 100% - data entry error,high
MIXING,5.86,403642.98,True,extreme_quantity_high,Unusually large quantity (403643kg) for single processing batch,medium
TRANSFER,-23.82,1599.56,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,0.0,214.22,False,,,low
MANUFACTURING,-12.67,986.42,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
MIXING,0.29,402.75,False,,,low
QC_PASS,0.0,448.88,False,,,low
QC_PASS,7.06,3.98,True,extreme_quantity_low,Unusually small quantity (3.98kg) - inefficient processing,low
MIXING,3.36,591.28,False,,,low
RECYCLING,-9.02,1642.55,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
INWARD,0.0,1327.19,False,,,low
QUALITY_CONTROL,0.0,418.85,False,,,low
PRODUCTION,3.76,649.78,False,,,low
MANUFACTURING,4.05,248.13,False,,,low
TRANSFER,1.59,206.03,False,,,low
TRANSFER,32.8,1804.79,True,process_mismatch,High loss (32.8%) for TRANSFER operation (should be <3%),high
TRANSFER,1.38,406.09,False,,,low
RECYCLING,-26.31,686.48,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
BALING,-10.12,1771.88,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_FAIL,-19.63,889.03,True,impossible_yield,Yield exceeds 100% - data entry error,high
PRODUCTION,2.25,223.28,False,,,low
MANUFACTURING,0.0,573.97,False,,,low
QC_PASS,48.9,1325.8,True,high_loss,Unusually high loss (48.9%) for QC_PASS,medium
PRODUCTION,3.22,182.41,False,,,low
INWARD,3.95,3.19,True,extreme_quantity_low,Unusually small quantity (3.19kg) - inefficient processing,low
PRODUCTION,2.16,996.52,False,,,low
BALING,35.09,1140.32,True,high_loss,Unusually high loss (35.1%) for BALING,medium
TRANSFER,0.89,775.03,False,,,low
QUALITY_CONTROL,6.7,231715.01,True,extreme_quantity_high,Unusually large quantity (231715kg) for single processing batch,medium
QC_FAIL,100.0,683.66,False,,,low
QC_PASS,-22.94,1546.21,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECEIPT,-19.2,293.47,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
WASHING,3.24,452698.08,True,extreme_quantity_high,Unusually large quantity (452698kg) for single processing batch,medium
INWARD,0.0,199.18,False,,,low
PRODUCTION,2.45,371.23,False,,,low
MANUFACTURING,-29.7,1139.36,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,5.09,1419.43,False,,,low
TRANSFER,4.06,2.06,True,extreme_quantity_low,Unusually small quantity (2.06kg) - inefficient processing,low
PRODUCTION,4.67,208208.73,True,extreme_quantity_high,Unusually large quantity (208209kg) for single processing batch,medium
INWARD,0.0,1581.93,False,,,low
RECYCLING,4.74,682.47,False,,,low
WASHING,3.83,1086.56,False,,,low
RECEIPT,0.0,470.67,False,,,low
QC_FAIL,100.0,1957.34,False,,,low
QC_PASS,0.0,133.2,False,,,low
MIXING,2.01,1656.07,False,,,low
RECEIPT,0.0,2645.34,False,,,low
RECYCLING,3.09,947.03,False,,,low
QUALITY_CONTROL,9.56,3273.55,False,,,low
BALING,0.72,364.1,False,,,low
RECEIPT,0.0,635.6,False,,,low
QC_FAIL,100.0,812.15,False,,,low
SEGREGATION,5.29,473.92,False,,,low
TRANSFER,39.53,999.72,True,process_mismatch,High loss (39.5%) for TRANSFER operation (should be <3%),high
QC_FAIL,100.0,328.6,False,,,low
QUALITY_CONTROL,26.79,469.63,False,,,low
QC_PASS,0.0,572.62,False,,,low
TRANSFER,50.25,187.06,True,high_loss,Unusually high loss (50.3%) for TRANSFER,high
QUALITY_CONTROL,-9.82,814.23,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
SEGREGATION,9.65,112.99,False,,,low
TRANSFER,32.98,1498.9,True,process_mismatch,High loss (33.0%) for TRANSFER operation (should be <3%),high
QUALITY_CONTROL,-15.08,1709.41,True,impossible_yield,Yield exceeds 100% - data entry error,high
TRANSFER,-17.97,1279.62,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
BALING,-38.67,1343.21,True,impossible_yield,Yield exceeds 100% - data entry error,high
INWARD,0.0,1066.05,False,,,low
SEGREGATION,11.75,715.97,False,,,low
QC_PASS,0.0,1722.24,False,,,low
RECEIPT,-41.94,1793.64,True,impossible_yield,Yield exceeds 100% - data entry error,high
WASHING,5.46,905.6,False,,,low
TRANSFER,2.28,2699.28,False,,,low
QC_FAIL,100.0,1568.75,False,,,low
BALING,0.63,1277.43,False,,,low
SEGREGATION,8.93,946.04,False,,,low
BALING,4.04,88644.14,True,extreme_quantity_high,Unusually large quantity (88644kg) for single processing batch,medium
QUALITY_CONTROL,26.71,243.41,False,,,low
RECYCLING,8.27,634.14,False,,,low
WASHING,5.28,340.09,False,,,low
RECEIPT,0.0,903.2,False,,,low
BALING,0.63,924.5,False,,,low
TRANSFER,7.27,79419.88,True,extreme_quantity_high,Unusually large quantity (79420kg) for single processing batch,medium
INWARD,0.0,1540.77,False,,,low
WASHING,-49.49,1251.05,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_FAIL,100.0,631.55,False,,,low
SEGREGATION,13.23,1629.05,False,,,low
RECEIPT,7.29,2.34,True,extreme_quantity_low,Unusually small quantity (2.34kg) - inefficient processing,low
MIXING,2.37,489.26,False,,,low
MIXING,1.34,188.97,False,,,low
PRODUCTION,2.82,1178.67,False,,,low
INWARD,0.0,207.06,False,,,low
WASHING,4.04,1227.96,False,,,low
RECEIPT,0.0,3208.42,False,,,low
MANUFACTURING,-5.39,1313.03,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
PRODUCTION,2.05,184763.37,True,extreme_quantity_high,Unusually large quantity (184763kg) for single processing batch,medium
RECYCLING,3.95,164.71,False,,,low
RECEIPT,0.0,674.81,False,,,low
RECEIPT,46.76,1530.12,True,high_loss,Unusually high loss (46.8%) for RECEIPT,medium
BALING,0.24,1439.8,False,,,low
QC_FAIL,100.0,871.63,False,,,low
TRANSFER,0.98,317.12,False,,,low
PRODUCTION,0.48,852.17,False,,,low
SEGREGATION,8.32,343.89,False,,,low
MIXING,1.28,5000.0,False,,,low
MIXING,0.11,693.98,False,,,low
TRANSFER,-34.89,1206.07,True,impossible_yield,Yield exceeds 100% - data entry error,high
QC_FAIL,100.0,622.02,False,,,low
RECYCLING,0.0,348.58,False,,,low
WASHING,7.94,1.75,True,extreme_quantity_low,Unusually small quantity (1.75kg) - inefficient processing,low
QC_FAIL,100.0,399.82,False,,,low
WASHING,-47.56,1627.7,True,impossible_yield,Yield exceeds 100% - data entry error,high
TRANSFER,0.92,1739.83,False,,,low
RECEIPT,3.1,2.89,True,extreme_quantity_low,Unusually small quantity (2.89kg) - inefficient processing,low
QC_FAIL,100.0,110.34,False,,,low
RECEIPT,44.57,1697.3,True,high_loss,Unusually high loss (44.6%) for RECEIPT,medium
BALING,0.73,2407.47,False,,,low
BALING,0.31,940.0,False,,,low
SEGREGATION,5.07,2023.89,False,,,low
BALING,0.1,367.27,False,,,low
INWARD,3.22,3.61,True,extreme_quantity_low,Unusually small quantity (3.61kg) - inefficient processing,low
QC_PASS,-12.33,497.26,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
QC_FAIL,100.0,344.91,False,,,low
SEGREGATION,15.61,522.01,False,,,low
INWARD,0.0,949.48,False,,,low
TRANSFER,0.76,662.98,False,,,low
QC_FAIL,100.0,4150.7,False,,,low
QC_PASS,0.0,1554.65,False,,,low
BALING,0.76,602.74,False,,,low
RECEIPT,0.0,412.6,False,,,low
QC_PASS,0.0,1221.49,False,,,low
RECYCLING,9.12,3525.47,False,,,low
INWARD,0.0,337.92,False,,,low
RECYCLING,4.42,3800.35,False,,,low
INWARD,73.35,309.64,True,high_loss,Unusually high loss (73.4%) for INWARD,high
MIXING,2.65,1.7,True,extreme_quantity_low,Unusually small quantity (1.70kg) - inefficient processing,low
MIXING,3.21,246.74,False,,,low
MIXING,1.45,2965.74,False,,,low
RECYCLING,6.99,186.4,False,,,low
RECYCLING,7.61,218348.31,True,extreme_quantity_high,Unusually large quantity (218348kg) for single processing batch,medium
QC_FAIL,100.0,743.39,False,,,low
TRANSFER,0.49,169.27,False,,,low
INWARD,48.94,959.51,True,high_loss,Unusually high loss (48.9%) for INWARD,medium
QUALITY_CONTROL,18.99,231.35,False,,,low
RECYCLING,2.15,896.16,False,,,low
QC_FAIL,100.0,709.83,False,,,low
QUALITY_CONTROL,5.06,271.42,False,,,low
INWARD,0.0,3440.44,False,,,low
RECYCLING,1.28,619.74,False,,,low
RECEIPT,0.0,444.33,False,,,low
WASHING,-13.14,1042.12,True,impossible_yield,Yield exceeds 100% - data entry error,high
SEGREGATION,10.19,423.54,False,,,low
BALING,-37.54,1582.51,True,impossible_yield,Yield exceeds 100% - data entry error,high
SEGREGATION,11.56,1692.58,False,,,low
QC_PASS,0.0,533.94,False,,,low
RECEIPT,0.0,1473.63,False,,,low
INWARD,0.0,832.17,False,,,low
RECYCLING,8.82,1605.3,False,,,low
QC_FAIL,100.0,306.94,False,,,low
RECEIPT,0.0,356.56,False,,,low
BALING,0.51,941.95,False,,,low
QUALITY_CONTROL,8.89,435.98,False,,,low
INWARD,0.0,371.88,False,,,low
SEGREGATION,6.98,795.64,False,,,low
QC_PASS,0.0,839.63,False,,,low
RECEIPT,6.17,3.77,True,extreme_quantity_low,Unusually small quantity (3.77kg) - inefficient processing,low
INWARD,0.0,401.55,False,,,low
MANUFACTURING,2.78,142554.65,True,extreme_quantity_high,Unusually large quantity (142555kg) for single processing batch,medium
WASHING,5.45,699.89,False,,,low
MIXING,2.18,112527.6,True,extreme_quantity_high,Unusually large quantity (112528kg) for single processing batch,medium
PRODUCTION,3.48,913.33,False,,,low
QC_FAIL,100.0,645.06,False,,,low
RECYCLING,5.62,4.7,True,extreme_quantity_low,Unusually small quantity (4.70kg) - inefficient processing,low
QC_PASS,0.0,513.31,False,,,low
QC_FAIL,100.0,337.05,False,,,low
TRANSFER,36.55,1542.82,True,process_mismatch,High loss (36.6%) for TRANSFER operation (should be <3%),high
WASHING,7.72,127.45,False,,,low
TRANSFER,-32.37,1869.46,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,1.69,704.67,False,,,low
MANUFACTURING,3.71,671.48,False,,,low
WASHING,7.51,465.67,False,,,low
INWARD,0.0,345.87,False,,,low
QUALITY_CONTROL,50.37,973.62,True,high_loss,Unusually high loss (50.4%) for QUALITY_CONTROL,high
TRANSFER,1.37,519.44,False,,,low
RECYCLING,2.37,136.24,False,,,low
PRODUCTION,2.62,1625.13,False,,,low
QC_PASS,54.16,882.9,True,high_loss,Unusually high loss (54.2%) for QC_PASS,high
SEGREGATION,-19.65,1882.3,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECYCLING,6.34,0.32,True,extreme_quantity_low,Unusually small quantity (0.32kg) - inefficient processing,low
TRANSFER,0.8,730.75,False,,,low
RECYCLING,7.43,440.22,False,,,low
MIXING,2.31,716.3,False,,,low
WASHING,3.37,1473.56,False,,,low
BALING,0.28,324.37,False,,,low
SEGREGATION,6.29,1271.21,False,,,low
QC_FAIL,-39.37,1228.89,True,impossible_yield,Yield exceeds 100% - data entry error,high
SEGREGATION,-10.32,1333.28,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
MIXING,2.61,2152.27,False,,,low
RECEIPT,0.0,1314.09,False,,,low
QC_PASS,0.0,2624.71,False,,,low
BALING,0.38,141.46,False,,,low
PRODUCTION,0.91,3693.78,False,,,low
MIXING,2.02,333.11,False,,,low
PRODUCTION,3.2,804.53,False,,,low
TRANSFER,24.41,1974.05,True,process_mismatch,High loss (24.4%) for TRANSFER operation (should be <3%),high
RECYCLING,8.16,306.06,False,,,low
RECEIPT,0.0,402.42,False,,,low
QC_FAIL,100.0,1268.18,False,,,low
QC_FAIL,100.0,319.78,False,,,low
MANUFACTURING,2.92,673.78,False,,,low
WASHING,11.48,1347.38,False,,,low
RECYCLING,6.55,100.08,False,,,low
QC_FAIL,100.0,1282.01,False,,,low
SEGREGATION,14.09,2477.07,False,,,low
QUALITY_CONTROL,7.51,928.38,False,,,low
WASHING,0.04,877.34,False,,,low
RECEIPT,0.0,1909.43,False,,,low
QC_PASS,0.0,966.62,False,,,low
INWARD,0.0,108.54,False,,,low
SEGREGATION,15.15,541.51,False,,,low
QC_PASS,0.0,922.93,False,,,low
TRANSFER,1.24,5000.0,False,,,low
TRANSFER,-29.79,1602.39,True,impossible_yield,Yield exceeds 100% - data entry error,high
RECYCLING,57.76,1021.05,True,high_loss,Unusually high loss (57.8%) for RECYCLING,high
BALING,0.31,460.77,False,,,low
RECEIPT,63.06,835.75,True,high_loss,Unusually high loss (63.1%) for RECEIPT,high
MIXING,3.56,272.7,False,,,low
QC_PASS,0.0,287.05,False,,,low
WASHING,-26.88,803.91,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
RECEIPT,-34.06,1416.21,True,impossible_yield,Yield exceeds 100% - data entry error,high
MANUFACTURING,2.18,516.87,False,,,low
TRANSFER,22.29,1949.74,True,process_mismatch,High loss (22.3%) for TRANSFER operation (should be <3%),high
SEGREGATION,5.48,630.29,False,,,low
SEGREGATION,12.49,1420.15,False,,,low
MIXING,0.0,2537.04,False,,,low
MIXING,6.75,4.62,True,extreme_quantity_low,Unusually small quantity (4.62kg) - inefficient processing,low
RECEIPT,0.0,783.97,False,,,low
MANUFACTURING,2.0,299.32,False,,,low
RECYCLING,7.02,1414.24,False,,,low
MANUFACTURING,3.59,84149.8,True,extreme_quantity_high,Unusually large quantity (84150kg) for single processing batch,medium
WASHING,8.89,408.79,False,,,low
TRANSFER,0.38,579.62,False,,,low
QC_PASS,0.0,1559.78,False,,,low
QC_PASS,-17.78,846.3,True,negative_loss,Negative loss - more output than input (data entry error or fraud),high
INWARD,0.0,770.0,False,,,low
QUALITY_CONTROL,3.47,1442.65,False,,,low
QC_PASS,0.0,691.91,False,,,low
MANUFACTURING,2.58,728.3,False,,,low
TRANSFER,1.37,668.55,False,,,low
QUALITY_CONTROL,0.0,153.89,False,,,low
BALING,0.89,515.67,False,,,low
PRODUCTION,1.47,1019.8,False,,,low
INWARD,0.0,513.66,False,,,low
RECEIPT,0.0,793.54,False,,,low
BALING,0.08,439.89,False,,,low
QC_FAIL,100.0,3036.04,False,,,low
INWARD,0.0,360.29,False,,,low
RECYCLING,40.3,679.36,True,high_loss,Unusually high loss (40.3%) for RECYCLING,medium
QUALITY_CONTROL,5.61,1931.48,False,,,low
RECYCLING,10.57,1141.51,False,,,low
TRANSFER,0.33,177.36,False,,,low
