process_mode,input_quantity,source_material,source_state,source_grade,scenario,yield_percent,loss_percent,output_quantity
TRANSFER,2926.8,HDPE,GRANULE,Technical Grade,SCN-2,97.44,2.56,2851.92
QC_FAIL,423.57,FLAKE,RAW,Grade B,SCN-2,0.06,99.94,0.27
INWARD,489.99,HDPE,BALE,Rejected,SCN-6,99.7,0.3,488.54
RECEIPT,1670.03,PP,BALE,Grade A,SCN-3,99.82,0.18,1666.95
MIXING,935.1,PET,PROCESSED,Grade A,SCN-5,100.0,0.0,935.1
QC_FAIL,1505.43,PP,BALE,Grade A,SCN-2,0.0,100.0,0.0
WASHING,307.04,PVC,FLAKE,Premium,SCN-2,95.37,4.63,292.84
RECYCLING,1011.33,MIXED,SORTED,Food Grade,SCN-1,93.75,6.25,948.1
RECYCLING,1412.8,FLAKE,GRANULE,Grade C,SCN-3,88.76,11.24,1253.96
MIXING,290.56,GRANULE,RAW,Rejected,SCN-6,95.01,4.99,276.07
RECYCLING,823.56,PP,SORTED,Premium,SCN-3,97.61,2.39,803.85
BALING,1352.8,PP,GRANULE,Technical Grade,SCN-3,97.81,2.19,1323.1
QC_PASS,1256.35,PVC,RAW,Grade A,SCN-3,99.59,0.41,1251.21
INWARD,2089.67,PRODUCT,GRANULE,Food Grade,SCN-6,100.0,0.0,2089.67
QUALITY_CONTROL,956.84,LDPE,SORTED,Premium,SCN-2,75.12,24.88,718.77
BALING,954.72,LDPE,PROCESSED,Food Grade,SCN-1,100.0,0.0,954.72
TRANSFER,1452.97,GRANULE,RAW,Grade C,SCN-3,98.03,1.97,1424.33
QC_FAIL,283.66,PRODUCT,BALE,Premium,SCN-3,0.0,100.0,0.0
QC_FAIL,471.0,GRANULE,GRANULE,Rejected,SCN-4,0.0,100.0,0.0
QC_FAIL,1046.9,PP,WASHED,Grade C,SCN-5,0.01,99.99,0.09
QUALITY_CONTROL,1666.46,PRODUCT,BALE,Grade B,SCN-5,94.77,5.23,1579.35
QC_FAIL,496.39,PVC,PROCESSED,Technical Grade,SCN-2,0.03,99.97,0.13
BALING,1816.37,PRODUCT,RAW,Standard,SCN-3,98.84,1.16,1795.25
RECYCLING,770.25,PET,FLAKE,Food Grade,SCN-3,97.84,2.16,753.57
MIXING,319.08,MIXED,FLAKE,Grade C,SCN-2,95.07,4.93,303.34
RECYCLING,299.38,GRANULE,BALE,Grade B,SCN-2,96.97,3.03,290.29
QC_PASS,191.08,HDPE,PROCESSED,Grade A,SCN-5,99.51,0.49,190.14
MIXING,404.41,FLAKE,BALE,Unknown,SCN-5,99.5,0.5,402.39
QC_PASS,519.18,PVC,RAW,Grade A,SCN-2,99.85,0.15,518.41
SEGREGATION,1083.2,PVC,FLAKE,Food Grade,SCN-3,84.41,15.59,914.37
WASHING,196.2,PRODUCT,RAW,Unknown,SCN-1,95.87,4.13,188.1
QC_FAIL,2126.56,PVC,FLAKE,Grade C,SCN-3,0.33,99.67,6.93
SEGREGATION,549.2,MIXED,FLAKE,Grade A,SCN-3,81.26,18.74,446.3
PRODUCTION,84.11,GRANULE,RAW,Premium,SCN-2,99.2,0.8,83.44
TRANSFER,1204.63,GRANULE,PROCESSED,Grade B,SCN-1,100.0,0.0,1204.63
SEGREGATION,3846.02,PRODUCT,RAW,Technical Grade,SCN-2,83.23,16.77,3201.15
MIXING,2448.62,FLAKE,BALE,Grade C,SCN-1,95.65,4.35,2342.05
RECEIPT,169.76,PET,GRANULE,Standard,SCN-2,100.0,0.0,169.76
QUALITY_CONTROL,1133.24,PRODUCT,PROCESSED,Premium,SCN-6,67.22,32.78,761.75
PRODUCTION,238.01,PP,RAW,Grade A,SCN-3,99.34,0.66,236.45
SEGREGATION,1898.86,LDPE,GRANULE,Technical Grade,SCN-6,84.19,15.81,1598.6
QUALITY_CONTROL,1182.29,PP,RAW,Unknown,SCN-6,94.89,5.11,1121.86
QUALITY_CONTROL,2316.37,HDPE,FLAKE,Grade A,SCN-3,99.77,0.23,2310.98
QC_PASS,3953.89,PVC,BALE,Grade C,SCN-4,100.0,0.0,3953.89
WASHING,308.79,HDPE,WASHED,Technical Grade,SCN-4,97.48,2.52,301.0
QUALITY_CONTROL,86.87,GRANULE,SORTED,Rejected,SCN-3,50.15,49.85,43.57
QC_FAIL,2188.01,PP,SORTED,Food Grade,SCN-3,0.32,99.68,7.09
MANUFACTURING,1315.58,PET,RAW,Grade A,SCN-3,99.52,0.48,1309.23
RECYCLING,257.06,PET,BALE,Standard,SCN-4,97.56,2.44,250.79
INWARD,204.49,HDPE,WASHED,Standard,SCN-1,99.93,0.07,204.35
QC_PASS,679.85,PVC,RAW,Technical Grade,SCN-1,100.0,0.0,679.85
BALING,886.37,PP,GRANULE,Standard,SCN-4,99.9,0.1,885.5
MANUFACTURING,113.47,FLAKE,GRANULE,Rejected,SCN-5,91.8,8.2,104.17
WASHING,1765.71,PP,RAW,Food Grade,SCN-4,98.57,1.43,1740.4
QC_PASS,553.44,GRANULE,PROCESSED,Food Grade,SCN-4,99.99,0.01,553.4
MANUFACTURING,1072.87,GRANULE,WASHED,Grade A,SCN-4,99.46,0.54,1067.09
SEGREGATION,2969.19,HDPE,FLAKE,Premium,SCN-6,87.82,12.18,2607.55
PRODUCTION,129.99,PVC,FLAKE,Technical Grade,SCN-4,92.57,7.43,120.32
QUALITY_CONTROL,669.68,FLAKE,RAW,Rejected,SCN-2,53.77,46.23,360.11
QC_PASS,867.37,PRODUCT,PROCESSED,Grade B,SCN-5,100.0,0.0,867.37
TRANSFER,65.24,PVC,GRANULE,Technical Grade,SCN-4,97.23,2.77,63.43
RECYCLING,4931.54,PVC,BALE,Technical Grade,SCN-4,86.61,13.39,4271.44
RECYCLING,1359.68,FLAKE,RAW,Premium,SCN-4,98.34,1.66,1337.07
QC_PASS,426.26,LDPE,SORTED,Technical Grade,SCN-3,100.0,0.0,426.26
SEGREGATION,335.82,PET,SORTED,Technical Grade,SCN-3,94.76,5.24,318.21
MIXING,390.1,FLAKE,PROCESSED,Standard,SCN-4,99.83,0.17,389.45
QC_FAIL,1202.88,GRANULE,GRANULE,Premium,SCN-4,0.0,100.0,0.0
WASHING,932.79,FLAKE,RAW,Premium,SCN-6,98.99,1.01,923.41
QC_FAIL,10000.0,PRODUCT,FLAKE,Technical Grade,SCN-2,0.0,100.0,0.0
PRODUCTION,50.0,PET,BALE,Grade C,SCN-3,95.29,4.71,47.65
TRANSFER,1489.04,LDPE,WASHED,Grade B,SCN-1,97.04,2.96,1444.94
SEGREGATION,874.43,PP,GRANULE,Rejected,SCN-3,69.76,30.24,609.99
RECYCLING,342.78,PVC,GRANULE,Technical Grade,SCN-2,84.73,15.27,290.45
MANUFACTURING,1172.69,PET,BALE,Grade B,SCN-2,97.31,2.69,1141.1
TRANSFER,1704.98,FLAKE,SORTED,Technical Grade,SCN-5,100.0,0.0,1704.98
TRANSFER,418.71,GRANULE,FLAKE,Unknown,SCN-4,100.0,0.0,418.71
MANUFACTURING,1479.56,LDPE,RAW,Technical Grade,SCN-5,93.67,6.33,1385.92
MANUFACTURING,1207.66,HDPE,RAW,Rejected,SCN-3,92.36,7.64,1115.38
QC_PASS,516.58,LDPE,WASHED,Grade B,SCN-6,100.0,0.0,516.58
BALING,482.17,PP,GRANULE,Grade A,SCN-3,99.53,0.47,479.89
QC_PASS,1100.03,PET,RAW,Grade B,SCN-1,99.64,0.36,1096.1
QUALITY_CONTROL,393.06,HDPE,FLAKE,Food Grade,SCN-6,93.57,6.43,367.79
WASHING,393.4,GRANULE,BALE,Grade A,SCN-1,98.68,1.32,388.22
MIXING,351.33,FLAKE,SORTED,Rejected,SCN-4,94.75,5.25,332.87
BALING,616.67,PRODUCT,WASHED,Grade A,SCN-3,99.93,0.07,616.26
MANUFACTURING,273.21,HDPE,PROCESSED,Unknown,SCN-5,95.25,4.75,260.25
RECYCLING,278.6,GRANULE,WASHED,Technical Grade,SCN-3,85.04,14.96,236.93
WASHING,144.91,PET,WASHED,Unknown,SCN-2,97.6,2.4,141.44
SEGREGATION,2580.24,PRODUCT,RAW,Standard,SCN-5,93.67,6.33,2416.97
MIXING,733.38,MIXED,SORTED,Rejected,SCN-4,94.88,5.12,695.82
MANUFACTURING,2471.08,HDPE,RAW,Food Grade,SCN-5,99.08,0.92,2448.27
SEGREGATION,2554.01,PRODUCT,FLAKE,Standard,SCN-1,97.45,2.55,2488.94
WASHING,2707.98,HDPE,PROCESSED,Standard,SCN-6,92.11,7.89,2494.43
MANUFACTURING,2350.97,HDPE,RAW,Grade A,SCN-3,99.74,0.26,2344.89
SEGREGATION,649.29,PRODUCT,PROCESSED,Standard,SCN-2,89.77,10.23,582.84
QUALITY_CONTROL,934.54,HDPE,BALE,Unknown,SCN-4,93.22,6.78,871.16
BALING,306.42,GRANULE,GRANULE,Food Grade,SCN-4,99.55,0.45,305.05
INWARD,609.06,GRANULE,GRANULE,Standard,SCN-4,99.95,0.05,608.74
QC_FAIL,823.7,GRANULE,FLAKE,Premium,SCN-4,0.17,99.83,1.39
QUALITY_CONTROL,619.18,HDPE,FLAKE,Grade B,SCN-1,82.4,17.6,510.2
INWARD,1423.46,PVC,FLAKE,Technical Grade,SCN-6,100.0,0.0,1423.46
RECEIPT,657.43,HDPE,RAW,Premium,SCN-5,99.95,0.05,657.08
QC_FAIL,183.0,PVC,SORTED,Standard,SCN-6,0.0,100.0,0.0
PRODUCTION,359.68,LDPE,RAW,Food Grade,SCN-5,99.69,0.31,358.56
BALING,123.06,FLAKE,FLAKE,Unknown,SCN-2,99.62,0.38,122.58
RECYCLING,146.09,PVC,GRANULE,Food Grade,SCN-6,92.58,7.42,135.25
PRODUCTION,150.46,MIXED,PROCESSED,Technical Grade,SCN-2,92.84,7.16,139.69
INWARD,625.66,LDPE,PROCESSED,Unknown,SCN-6,100.0,0.0,625.66
RECYCLING,6326.08,LDPE,WASHED,Rejected,SCN-3,79.88,20.12,5053.26
MANUFACTURING,285.33,PET,GRANULE,Grade B,SCN-4,99.79,0.21,284.74
QC_FAIL,281.21,PVC,PROCESSED,Food Grade,SCN-2,0.0,100.0,0.0
PRODUCTION,522.56,FLAKE,FLAKE,Premium,SCN-2,99.67,0.33,520.84
BALING,103.76,GRANULE,SORTED,Grade A,SCN-6,100.0,0.0,103.76
TRANSFER,425.71,PP,BALE,Grade A,SCN-2,99.74,0.26,424.59
SEGREGATION,1034.96,PET,WASHED,Food Grade,SCN-4,96.04,3.96,994.02
BALING,474.14,PP,FLAKE,Standard,SCN-5,99.92,0.08,473.75
MIXING,802.15,PET,RAW,Grade B,SCN-2,100.0,0.0,802.15
MIXING,671.04,PRODUCT,GRANULE,Premium,SCN-1,100.0,0.0,671.04
WASHING,294.18,MIXED,WASHED,Grade B,SCN-1,85.47,14.53,251.44
WASHING,348.93,HDPE,WASHED,Premium,SCN-5,99.26,0.74,346.35
WASHING,4152.47,LDPE,PROCESSED,Technical Grade,SCN-6,87.54,12.46,3635.09
MANUFACTURING,1271.92,PRODUCT,GRANULE,Technical Grade,SCN-2,94.36,5.64,1200.24
QUALITY_CONTROL,4833.79,HDPE,SORTED,Premium,SCN-3,73.85,26.15,3569.92
INWARD,575.42,PRODUCT,SORTED,Grade C,SCN-3,100.0,0.0,575.42
WASHING,720.68,HDPE,FLAKE,Grade B,SCN-5,92.5,7.5,666.64
RECEIPT,516.11,PET,GRANULE,Grade C,SCN-2,99.59,0.41,514.01
RECEIPT,286.17,MIXED,WASHED,Grade B,SCN-4,100.0,0.0,286.17
QC_PASS,1385.13,HDPE,BALE,Grade A,SCN-1,99.51,0.49,1378.3
QC_PASS,109.78,PVC,PROCESSED,Premium,SCN-2,99.83,0.17,109.59
RECEIPT,810.72,LDPE,RAW,Grade B,SCN-6,99.61,0.39,807.57
BALING,477.81,HDPE,WASHED,Food Grade,SCN-6,100.0,0.0,477.81
RECYCLING,683.27,GRANULE,PROCESSED,Grade A,SCN-3,97.83,2.17,668.42
RECEIPT,1770.8,PRODUCT,PROCESSED,Grade B,SCN-6,100.0,0.0,1770.8
QC_FAIL,90.46,FLAKE,WASHED,Food Grade,SCN-2,0.0,100.0,0.0
TRANSFER,274.05,HDPE,SORTED,Grade B,SCN-5,98.08,1.92,268.79
TRANSFER,341.12,PVC,PROCESSED,Food Grade,SCN-2,97.09,2.91,331.18
MIXING,154.33,FLAKE,PROCESSED,Technical Grade,SCN-5,98.76,1.24,152.41
MIXING,130.9,PET,GRANULE,Technical Grade,SCN-1,98.7,1.3,129.2
QC_PASS,437.28,FLAKE,BALE,Unknown,SCN-1,99.84,0.16,436.57
PRODUCTION,562.11,GRANULE,RAW,Grade C,SCN-5,98.04,1.96,551.08
RECYCLING,502.15,MIXED,WASHED,Premium,SCN-2,87.83,12.17,441.04
WASHING,1931.78,MIXED,BALE,Grade B,SCN-2,88.69,11.31,1713.28
WASHING,1886.52,LDPE,PROCESSED,Premium,SCN-6,93.97,6.03,1772.79
INWARD,82.92,GRANULE,GRANULE,Food Grade,SCN-2,99.7,0.3,82.67
MANUFACTURING,685.61,PVC,FLAKE,Grade B,SCN-3,93.05,6.95,637.98
QC_PASS,470.63,PET,RAW,Standard,SCN-1,99.77,0.23,469.53
WASHING,541.39,FLAKE,FLAKE,Grade B,SCN-5,96.38,3.62,521.8
PRODUCTION,1097.83,PET,WASHED,Food Grade,SCN-3,99.88,0.12,1096.51
SEGREGATION,501.81,LDPE,WASHED,Grade B,SCN-6,86.41,13.59,433.6
PRODUCTION,1111.08,FLAKE,FLAKE,Food Grade,SCN-6,99.29,0.71,1103.24
PRODUCTION,589.7,FLAKE,PROCESSED,Food Grade,SCN-6,99.55,0.45,587.03
WASHING,1209.21,PVC,WASHED,Grade A,SCN-2,92.21,7.79,1115.0
QUALITY_CONTROL,933.55,GRANULE,FLAKE,Technical Grade,SCN-4,79.06,20.94,738.08
TRANSFER,154.13,PRODUCT,GRANULE,Unknown,SCN-3,99.53,0.47,153.4
RECYCLING,807.62,LDPE,SORTED,Grade B,SCN-6,89.63,10.37,723.86
WASHING,1674.32,MIXED,PROCESSED,Grade C,SCN-3,84.69,15.31,1417.92
QC_PASS,343.27,PVC,BALE,Standard,SCN-3,100.0,0.0,343.27
WASHING,1197.89,LDPE,SORTED,Premium,SCN-2,97.71,2.29,1170.51
RECYCLING,646.18,PVC,GRANULE,Unknown,SCN-6,89.48,10.52,578.18
BALING,1860.6,FLAKE,PROCESSED,Rejected,SCN-3,98.32,1.68,1829.41
SEGREGATION,2051.99,PET,GRANULE,Food Grade,SCN-6,98.51,1.49,2021.48
SEGREGATION,731.88,LDPE,SORTED,Technical Grade,SCN-1,89.99,10.01,658.61
QC_PASS,242.92,MIXED,WASHED,Premium,SCN-4,99.52,0.48,241.75
BALING,115.37,GRANULE,BALE,Rejected,SCN-5,98.18,1.82,113.27
QUALITY_CONTROL,693.24,PP,FLAKE,Standard,SCN-1,87.18,12.82,604.39
RECEIPT,625.73,PET,RAW,Rejected,SCN-4,99.93,0.07,625.28
RECEIPT,1707.5,MIXED,SORTED,Grade C,SCN-4,100.0,0.0,1707.5
RECEIPT,626.91,PVC,RAW,Food Grade,SCN-1,100.0,0.0,626.91
MANUFACTURING,578.22,LDPE,FLAKE,Standard,SCN-2,97.07,2.93,561.3
SEGREGATION,434.03,MIXED,FLAKE,Premium,SCN-6,87.45,12.55,379.58
PRODUCTION,286.22,MIXED,SORTED,Grade C,SCN-6,92.99,7.01,266.15
INWARD,4602.65,LDPE,PROCESSED,Unknown,SCN-4,99.53,0.47,4580.89
MANUFACTURING,163.94,PRODUCT,RAW,Premium,SCN-6,99.73,0.27,163.5
QC_FAIL,151.95,PVC,SORTED,Technical Grade,SCN-3,0.0,100.0,0.0
MANUFACTURING,509.32,PRODUCT,SORTED,Grade C,SCN-6,92.22,7.78,469.72
MIXING,1221.98,MIXED,SORTED,Food Grade,SCN-3,94.61,5.39,1156.15
BALING,537.96,LDPE,GRANULE,Unknown,SCN-2,98.03,1.97,527.38
MIXING,257.78,HDPE,RAW,Premium,SCN-4,100.0,0.0,257.78
WASHING,325.59,GRANULE,BALE,Technical Grade,SCN-6,96.98,3.02,315.78
MIXING,3291.69,HDPE,PROCESSED,Grade C,SCN-6,95.08,4.92,3129.69
WASHING,1580.91,MIXED,GRANULE,Grade C,SCN-3,84.91,15.09,1342.33
PRODUCTION,2726.93,PP,SORTED,Premium,SCN-3,99.59,0.41,2715.85
SEGREGATION,3908.08,HDPE,WASHED,Premium,SCN-6,95.44,4.56,3729.87
BALING,475.15,HDPE,PROCESSED,Unknown,SCN-3,99.68,0.32,473.63
RECYCLING,222.82,FLAKE,BALE,Grade C,SCN-5,94.37,5.63,210.27
BALING,508.95,FLAKE,BALE,Food Grade,SCN-6,99.87,0.13,508.32
BALING,502.92,PP,SORTED,Rejected,SCN-1,98.21,1.79,493.94
QUALITY_CONTROL,502.77,PRODUCT,RAW,Grade B,SCN-2,75.4,24.6,379.09
INWARD,475.61,FLAKE,GRANULE,Grade C,SCN-2,100.0,0.0,475.61
WASHING,1248.41,HDPE,SORTED,Food Grade,SCN-1,98.78,1.22,1233.21
WASHING,899.24,FLAKE,BALE,Technical Grade,SCN-1,94.04,5.96,845.67
WASHING,2586.03,HDPE,GRANULE,Rejected,SCN-5,84.6,15.4,2187.81
SEGREGATION,363.59,PVC,FLAKE,Standard,SCN-3,87.35,12.65,317.59
WASHING,482.0,FLAKE,PROCESSED,Grade A,SCN-5,99.42,0.58,479.22
MANUFACTURING,4387.94,LDPE,RAW,Technical Grade,SCN-5,95.94,4.06,4209.95
WASHING,2845.61,PP,RAW,Grade C,SCN-4,90.3,9.7,2569.62
QC_PASS,345.96,GRANULE,FLAKE,Grade C,SCN-1,100.0,0.0,345.96
RECEIPT,336.8,FLAKE,WASHED,Rejected,SCN-5,99.74,0.26,335.93
SEGREGATION,1653.36,FLAKE,WASHED,Grade B,SCN-5,93.78,6.22,1550.49
WASHING,998.47,PET,RAW,Grade A,SCN-2,99.2,0.8,990.44
QUALITY_CONTROL,925.17,FLAKE,PROCESSED,Premium,SCN-3,85.01,14.99,786.5
QUALITY_CONTROL,182.5,GRANULE,WASHED,Grade C,SCN-4,92.13,7.87,168.14
WASHING,290.84,GRANULE,RAW,Rejected,SCN-4,85.25,14.75,247.93
WASHING,10000.0,GRANULE,GRANULE,Unknown,SCN-3,99.3,0.7,9929.83
QC_FAIL,343.25,FLAKE,PROCESSED,Grade B,SCN-5,0.0,100.0,0.0
RECEIPT,601.07,LDPE,PROCESSED,Grade C,SCN-4,99.69,0.31,599.22
MANUFACTURING,313.91,PVC,FLAKE,Technical Grade,SCN-2,92.16,7.84,289.29
RECEIPT,319.59,GRANULE,PROCESSED,Unknown,SCN-2,100.0,0.0,319.59
TRANSFER,10000.0,GRANULE,RAW,Grade C,SCN-4,98.17,1.83,9816.55
SEGREGATION,995.37,PET,RAW,Grade B,SCN-6,91.6,8.4,911.8
SEGREGATION,305.57,FLAKE,BALE,Standard,SCN-3,87.05,12.95,265.98
RECYCLING,1006.06,MIXED,BALE,Grade B,SCN-3,87.03,12.97,875.54
INWARD,355.56,PRODUCT,WASHED,Food Grade,SCN-1,99.58,0.42,354.07
QUALITY_CONTROL,862.88,PVC,GRANULE,Grade A,SCN-6,80.44,19.56,694.11
BALING,1737.07,MIXED,FLAKE,Grade B,SCN-5,97.89,2.11,1700.37
WASHING,4324.3,LDPE,WASHED,Standard,SCN-2,91.14,8.86,3941.0
QC_FAIL,1749.83,PVC,PROCESSED,Technical Grade,SCN-1,0.0,100.0,0.0
PRODUCTION,2616.8,MIXED,PROCESSED,Premium,SCN-5,95.38,4.62,2495.88
MIXING,1104.8,PRODUCT,WASHED,Rejected,SCN-5,95.23,4.77,1052.09
WASHING,1055.85,LDPE,GRANULE,Grade A,SCN-3,93.77,6.23,990.09
RECYCLING,531.32,MIXED,GRANULE,Grade A,SCN-6,86.67,13.33,460.51
WASHING,977.81,MIXED,GRANULE,Grade A,SCN-6,91.29,8.71,892.67
QC_PASS,256.74,PP,BALE,Grade B,SCN-6,99.87,0.13,256.4
MIXING,1010.51,HDPE,WASHED,Unknown,SCN-1,98.51,1.49,995.49
TRANSFER,667.39,HDPE,FLAKE,Grade C,SCN-1,97.37,2.63,649.84
QC_PASS,459.33,GRANULE,PROCESSED,Food Grade,SCN-2,99.63,0.37,457.63
RECEIPT,1537.27,PVC,BALE,Rejected,SCN-6,99.95,0.05,1536.47
RECEIPT,172.0,GRANULE,BALE,Unknown,SCN-4,100.0,0.0,172.0
PRODUCTION,565.22,PP,WASHED,Rejected,SCN-2,92.61,7.39,523.45
TRANSFER,822.11,LDPE,WASHED,Food Grade,SCN-2,100.0,0.0,822.11
RECYCLING,459.15,MIXED,PROCESSED,Premium,SCN-5,92.23,7.77,423.47
SEGREGATION,512.48,PVC,RAW,Technical Grade,SCN-1,78.15,21.85,400.48
INWARD,952.87,GRANULE,SORTED,Grade B,SCN-2,99.97,0.03,952.56
SEGREGATION,735.7,MIXED,GRANULE,Food Grade,SCN-4,80.95,19.05,595.57
BALING,129.98,PET,BALE,Unknown,SCN-1,100.0,0.0,129.98
WASHING,1562.39,MIXED,BALE,Rejected,SCN-1,84.51,15.49,1320.39
RECEIPT,2127.79,MIXED,SORTED,Food Grade,SCN-5,99.71,0.29,2121.53
PRODUCTION,2409.86,PET,SORTED,Grade B,SCN-2,99.85,0.15,2406.14
SEGREGATION,620.43,GRANULE,WASHED,Unknown,SCN-1,92.64,7.36,574.74
INWARD,1483.45,LDPE,SORTED,Premium,SCN-3,99.79,0.21,1480.27
PRODUCTION,42.58,PP,FLAKE,Standard,SCN-2,99.45,0.55,42.35
WASHING,997.23,PVC,GRANULE,Unknown,SCN-4,93.65,6.35,933.94
WASHING,792.79,GRANULE,RAW,Food Grade,SCN-5,99.4,0.6,788.0
INWARD,308.74,GRANULE,FLAKE,Rejected,SCN-1,99.7,0.3,307.82
RECEIPT,375.15,LDPE,GRANULE,Standard,SCN-1,100.0,0.0,375.15
RECYCLING,169.05,LDPE,FLAKE,Food Grade,SCN-1,93.18,6.82,157.51
PRODUCTION,999.3,GRANULE,FLAKE,Grade B,SCN-3,99.3,0.7,992.3
QC_PASS,1895.72,MIXED,RAW,Technical Grade,SCN-4,99.66,0.34,1889.35
INWARD,1022.56,PVC,SORTED,Premium,SCN-2,100.0,0.0,1022.56
WASHING,579.25,HDPE,GRANULE,Grade A,SCN-6,99.23,0.77,574.8
MIXING,605.09,LDPE,WASHED,Technical Grade,SCN-1,94.77,5.23,573.47
BALING,514.95,LDPE,GRANULE,Rejected,SCN-4,98.43,1.57,506.89
BALING,2250.64,HDPE,WASHED,Grade A,SCN-1,100.0,0.0,2250.64
MIXING,1175.87,PP,FLAKE,Food Grade,SCN-1,99.78,0.22,1173.24
WASHING,1420.79,GRANULE,WASHED,Grade C,SCN-6,92.85,7.15,1319.27
MIXING,195.8,PRODUCT,BALE,Grade C,SCN-2,94.58,5.42,185.19
PRODUCTION,517.99,PP,SORTED,Grade B,SCN-6,99.82,0.18,517.07
QC_FAIL,1437.7,GRANULE,WASHED,Technical Grade,SCN-6,0.0,100.0,0.0
TRANSFER,2430.55,PRODUCT,WASHED,Unknown,SCN-4,99.32,0.68,2414.12
QUALITY_CONTROL,3130.73,GRANULE,SORTED,Grade B,SCN-1,90.17,9.83,2822.9
QC_FAIL,2101.21,HDPE,PROCESSED,Rejected,SCN-1,0.36,99.64,7.48
MIXING,181.41,PRODUCT,BALE,Technical Grade,SCN-1,95.52,4.48,173.29
RECEIPT,171.14,PP,PROCESSED,Grade C,SCN-5,99.84,0.16,170.87
INWARD,3484.95,FLAKE,PROCESSED,Grade B,SCN-1,100.0,0.0,3484.95
RECYCLING,50.0,PRODUCT,SORTED,Technical Grade,SCN-5,94.06,5.94,47.03
QC_PASS,86.15,PVC,GRANULE,Food Grade,SCN-6,100.0,0.0,86.15
MIXING,439.13,PVC,RAW,Grade C,SCN-5,95.48,4.52,419.26
MIXING,1191.23,LDPE,FLAKE,Grade A,SCN-3,100.0,0.0,1191.23
WASHING,1289.66,PP,SORTED,Grade B,SCN-3,95.11,4.89,1226.65
PRODUCTION,459.43,FLAKE,WASHED,Standard,SCN-4,99.16,0.84,455.57
MIXING,161.09,LDPE,FLAKE,Grade B,SCN-1,95.32,4.68,153.54
QUALITY_CONTROL,337.79,HDPE,PROCESSED,Grade B,SCN-4,67.57,32.43,228.24
WASHING,1282.48,FLAKE,FLAKE,Grade B,SCN-2,93.96,6.04,1205.08
QUALITY_CONTROL,171.97,PP,PROCESSED,Grade C,SCN-4,71.8,28.2,123.48
MIXING,684.04,PRODUCT,SORTED,Premium,SCN-3,100.0,0.0,684.04
SEGREGATION,880.92,PVC,WASHED,Grade A,SCN-5,83.11,16.89,732.11
WASHING,501.59,MIXED,PROCESSED,Rejected,SCN-4,85.31,14.69,427.91
BALING,249.06,PET,FLAKE,Technical Grade,SCN-3,100.0,0.0,249.06
RECYCLING,391.78,PET,PROCESSED,Grade B,SCN-6,91.99,8.01,360.41
INWARD,307.18,PET,SORTED,Rejected,SCN-3,100.0,0.0,307.18
BALING,402.86,MIXED,SORTED,Premium,SCN-6,98.17,1.83,395.5
QC_PASS,140.42,PET,BALE,Rejected,SCN-6,100.0,0.0,140.42
INWARD,848.55,HDPE,WASHED,Grade A,SCN-2,100.0,0.0,848.55
RECEIPT,929.85,GRANULE,PROCESSED,Rejected,SCN-4,99.69,0.31,926.95
MIXING,232.45,LDPE,FLAKE,Rejected,SCN-4,95.09,4.91,221.05
WASHING,1715.47,PP,BALE,Rejected,SCN-1,84.6,15.4,1451.24
RECYCLING,663.76,PRODUCT,RAW,Rejected,SCN-1,79.64,20.36,528.59
PRODUCTION,2629.21,GRANULE,BALE,Unknown,SCN-4,99.51,0.49,2616.36
SEGREGATION,242.96,PP,PROCESSED,Grade C,SCN-3,92.38,7.62,224.45
QUALITY_CONTROL,333.44,PVC,GRANULE,Grade B,SCN-1,73.08,26.92,243.66
RECYCLING,841.51,FLAKE,SORTED,Grade B,SCN-4,88.98,11.02,748.77
QUALITY_CONTROL,263.39,HDPE,SORTED,Grade A,SCN-2,93.9,6.1,247.33
TRANSFER,218.77,FLAKE,WASHED,Grade C,SCN-1,98.28,1.72,215.01
QC_PASS,3256.82,LDPE,RAW,Standard,SCN-3,99.65,0.35,3245.4
MIXING,818.77,GRANULE,RAW,Technical Grade,SCN-6,99.88,0.12,817.81
MANUFACTURING,264.89,PET,WASHED,Premium,SCN-4,99.2,0.8,262.78
MIXING,206.7,PVC,RAW,Unknown,SCN-5,94.98,5.02,196.33
QC_PASS,435.84,PRODUCT,BALE,Grade C,SCN-5,99.9,0.1,435.42
BALING,1917.41,GRANULE,SORTED,Premium,SCN-4,100.0,0.0,1917.41
TRANSFER,1190.38,FLAKE,FLAKE,Grade C,SCN-5,96.59,3.41,1149.77
MANUFACTURING,442.87,GRANULE,GRANULE,Rejected,SCN-6,92.34,7.66,408.95
PRODUCTION,646.72,PVC,RAW,Standard,SCN-3,92.63,7.37,599.08
QC_FAIL,763.5,PVC,RAW,Unknown,SCN-4,0.28,99.72,2.16
QUALITY_CONTROL,210.97,PET,PROCESSED,Grade A,SCN-4,99.93,0.07,210.83
PRODUCTION,582.59,LDPE,RAW,Grade B,SCN-2,93.88,6.12,546.93
MANUFACTURING,81.93,FLAKE,BALE,Unknown,SCN-5,98.87,1.13,81.0
BALING,5790.69,PP,RAW,Premium,SCN-3,99.69,0.31,5772.74
PRODUCTION,219.61,PRODUCT,BALE,Technical Grade,SCN-1,95.47,4.53,209.67
INWARD,302.07,PET,WASHED,Food Grade,SCN-1,99.59,0.41,300.83
MIXING,587.73,MIXED,WASHED,Technical Grade,SCN-3,94.68,5.32,556.46
